data_extracao;dep_administrativa;tipo;codigo;inep;nome;abr_nome;logradouro;numero;bairro;cep;latitude;longitude;telefone;email;url_website;blog;twitter;facebook;reg_conselho_tutelar;desc_reg_conselho_tutelar;reg_orcamento_part;desc_reg_orcamento_part;situacao_funcionamento;convenio_municipal;convenio_estadual;convenio_federal;convenio_fasc;escola_especial;cat_part_privada;cat_part_comunitaria;cat_part_confessional;cat_part_filantropica;mant_empresa_privada;mant_sindicato;mant_sistema_s;mant_ong;mant_apae;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;238;43167179;EMEF SAINT HILAIRE                                      ;SAINT HILAIRE                 ;R GERVAZIO BRAGA PINHEIRO                         ;427;LOMBA DO PINHEIRO   ;91570490;-30.123.316;-5.109.774.899.999.990;33191629;emef.sainthilaire@smed.prefpoa.com.br             ;http://websmed.portoalegre.rs.gov.br/escolas/sainthilaire/                                          ;;;;9;LOMBA DO PINHEIRO/AGRONOMIA;4;LOMBA DO PINHEIRO;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;239;43173721;EMEF WENCESLAU FONTOURA                                 ;WENCESLAU                     ;R IRMA INES FAVERO                                ;1;MÃRIO QUINTANA      ;91250095;-30.026.232;-51.099.245;32895847;emef.wenceslaufontoura@smed.prefpoa.com.br        ;http://websmed.portoalegre.rs.gov.br/escolas/wenceslau/                                             ;;;;10;NORDESTE/EIXO BALTAZAR;6;NORDESTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;240;43173713;EMEF CAMPOS DO CRISTAL                                  ;CAMPOS                        ;BC IMPERIO                                        ;75;VILA NOVA           ;91750730;-30.119.204;-51.200.836;32452077;emef.camposdocristal@smed.prefpoa.com.br          ;http://websmed.portoalegre.rs.gov.br/escolas/campos/                                                ;;;;6;CENTRO SUL/SUL;12;CENTRO-SUL;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;241;43177018;EMEF MIGRANTES                                          ;MIGRANTES                     ;AVENIDA SEVERO DULLIUS                            ;165;ANCHIETA            ;90200310;-29.986.893;-51.157.797;33711316;emef.migrantes@smed.prefpoa.com.br                ;http://websmed.portoalegre.rs.gov.br/escolas/migrantes                                              ;;;;2;SARANDI/NORTE;1;HUMAITÃ/NAVEGANTES;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;242;43175120;EMEF VILA MONTE CRISTO                                  ;MONTE CRISTO                  ;RUA CARLOS SUPERTI                                ;84;VILA NOVA           ;91750020;-30.122.342.999.999.900;-51.217.896.999.999.900;32464659;emef.montecristo@smed.prefpoa.com.br              ;http://websmed.portoalegre.rs.gov.br/escolas/montecristo/index.htm                                  ;;;;6;CENTRO SUL/SUL;12;CENTRO-SUL;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;243;43177034;EMEF MORRO DA CRUZ                                      ;MORRO DA CRUZ                 ;RUA SANTA TERESA VILA SÃƒO JOSÃ‰ COMUNITÃRIA        ;541;VILA SÃƒO JOSÃ‰       ;91520713;-30.078.214;-51.160.646;33181668;emef.morrodacruz@smed.prefpoa.com.br              ;http://websmed.portoalegre.rs.gov.br/escolas/morrodacruz/index.htm                                  ;;;;4;PARTENON;7;PARTENON;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;244;43177042;EMEF NEUSA GOULART BRIZOLA                              ;NEUSA GOULART BRIZOLA         ;R MONSENHOR RUBEN NEIS                            ;430;CAVALHADA           ;91920243;-30.117.427;-51.228.305;32469999;emef.neusabrizola@smed.prefpoa.com.br             ;http://websmed.portoalegre.rs.gov.br/escolas/neusa/                                                 ;;;;6;CENTRO SUL/SUL;12;CENTRO-SUL;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;EJA;245;43177050;EMEF PORTO ALEGRE                                       ;EPA                           ;R WASHINGTON LUIZ                                 ;203;CENTRO HISTÃ“RICO    ;90010160;-30.036.346;-51.238.353;32274429;emef.portoalegre@smed.prefpoa.com.br              ;http://websmed.portoalegre.rs.gov.br/escolas/epa/                                                   ;;;;8;CENTRO;16;CENTRO;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;246;43177581;EMEF CHICO MENDES                                       ;CHICO MENDES                  ;R GENTIL AMANCIO CLEMENTE                         ;1;MORRO SANTANA       ;91270315;-30.032.013.999.999.900;-51.112.646;33876400;emef.chicomendes@smed.prefpoa.com.br              ;http://websmed.portoalegre.rs.gov.br/escolas/chico/                                                 ;;;;3;BOM JESUS/LESTE;6;NORDESTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;247;43183018;EMEF MARIO QUINTANA                                     ;MARIO QUINTANA                ;R C VILA CASTELO                                  ;1;RESTINGA            ;91790200;-30.154.052;-51.132.133;32505021;emef.marioquintana@smed.prefpoa.com.br            ;http://websmed.portoalegre.rs.gov.br/escolas/quintana/                                              ;;;;7;RESTINGA/EXTREMO-SUL;8;RESTINGA;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;248;43187560;EMEF CHAPÃ‰U DO SOL                                      ;CHAPÃ‰U DO SOL                 ;R GOMERCINDO DE OLIVEIRA                          ;115;CHAPEU DO SOL       ;91787034;-30.165.146;-51.162.268;32895936;emef.chapeudosol@smed.prefpoa.com.br              ;http://websmed.portoalegre.rs.gov.br/escolas/chapeu/                                                ;;;;7;RESTINGA/EXTREMO-SUL;13;EXTREMO SUL;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;249;43189253;EMEF TIMBAÃšVA                                           ;TIMBAÃšVA                      ;R SEIS                                            ;0;MÃRIO QUINTANA      ;91250000;-30.021.697;-51.095.315;33685355;emef.timbauva@smed.prefpoa.com.br                 ;http://websmed.portoalegre.rs.gov.br/escolas/timbauva/                                              ;;;;10;NORDESTE/EIXO BALTAZAR;6;NORDESTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;250;43204643;EMEF NOSSA SENHORA DO CARMO                             ;N SÂª DO CARMO                 ;R BISPO MARINO PRUDENCIO MOREIRA                  ;95;RESTINGA            ;91790206;-30.145.269;-51.127.824;32614364;emefdocarmo@hotmail.com                           ;http://websmed.portoalegre.rs.gov.br/escolas/carmo                                                  ;;;;7;RESTINGA/EXTREMO-SUL;8;RESTINGA;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;251;43241000;EMEF DE SURDOS BILINGUE SALOMÃƒO WATNICK                 ;SALOMÃƒO WATNICK               ;R CAPITAO PEDRO WERLANG                           ;1011;PARTENON            ;91530110;-30.063.525;-51.152.634;33881125;salomao@pmpa.ad                                   ;http://websmed.portoalegre.rs.gov.br/escolas/salomaowatnick/                                        ;;;;4;PARTENON;7;PARTENON;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;252;43293050;EMEF RINCÃƒO                                             ;RINCÃƒO                        ;BC UM RUA LUIZ OTAVIO                             ;347;BELÃ‰M VELHO         ;91787331;-30.118.968;-51.160.911;32895831;emef.rincao@smed.prefpoa.com.br                   ;http://websmed.portoalegre.rs.gov.br/escolas/rincao/                                                ;;;;5;GLÃ“RIA/CRUZEIRO/CRISTAL;9;GLÃ“RIA;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;253;43293069;EMEF MORADAS DA HÃPICA                                  ;HÃPICA                        ;R GERALDO TOLLENS LINCK                           ;0;HÃPICA              ;91787214;-30.159.039;-51.171.096.999.999.900;33122426;moradasdahipica@gmail.com                         ;http://websmed.portoalegre.rs.gov.br/escolas/moradasdahipica/index.htm                              ;;;;7;RESTINGA/EXTREMO-SUL;15;SUL;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;ENSINO FUNDAMENTAL;254;43048200;EMEF PORTO NOVO                                         ;EMEF PORTO NOVO               ;RUA AMELIA SANTINI FORTUNATI                      ;101;SANTA ROSA DE LIMA  ;91160810;-30.000.227;-51.107.263.999.999.900;33810112;EMEF.PORTONOVO@SMED.PREFPOA.COM.BR                ;                                                                                                    ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;EDUCAÃ‡ÃƒO INFANTIL, ENSINO FUNDAMENTAL, ENSINO MÃ‰DIO, NORMAL/MAGISTÃ‰RIO;301;43105246;EMEM EMÃLIO MEYER                                       ;EMÃLIO MEYER                  ;AV NITEROI                                        ;472;MEDIANEIRA          ;90880270;-300.692.642;-51.207.979.599.999.900;32192608;emem.emiliomeyer@smed.prefpoa.com.br              ;www.emiliomeyer.com                                                                                 ;;;;5;GLÃ“RIA/CRUZEIRO/CRISTAL;10;CRUZEIRO;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;MUNICIPAL;EJA;401;43177000;CMET PAULO FREIRE                                       ;CMET                          ;R SANTA TEREZINHA                                 ;572;SANTANA             ;90040180;-30.041.977;-51.209.678.999.999.900;32250804;cmet.paulofreire@smed.prefpoa.com.br              ;http://websmed.portoalegre.rs.gov.br/escolas/cmet/                                                  ;;;;8;CENTRO;16;CENTRO;EM ATIVIDADE;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;;
2022-01-01 04:20:54.753;PRIVADO;NI;5001;43190499;5001 IEI MÃƒEZINHA DO CÃ‰U                                ;5001 MÃƒEZINHA DO CÃ‰U          ;R VINTE CINCO DE OUTUBRO                          ;295;SARANDI             ;91140500;-299.842.836;-511.213.051;33668700;crechemaezinhadoceu@bol.com.br                    ;                                                                                                    ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5002;43190456;5002 IEI JOÃƒO PAULO II                                  ;5002 JOÃƒO PAULO II            ;R FREDERICO MENTZ                                 ;118;FARRAPOS            ;90250370;-29.978.485.199.999.900;-511.964.513;33742675;CRECHEJOAOPAULOLL@YAHOO.COM.BR                    ;                                                                                                    ;;;;1;ILHAS, HUMAITA/NAVEGANTES;1;HUMAITÃ/NAVEGANTES;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5003;43185304;5003 EEI ESTRELINHA DO CÃ‰U                              ;5003 ESTRELINHA DO CÃ‰U        ;R ULYSSES DE ALENCASTRO BRANDAO                   ;205;SARANDI             ;91140400;-299.896.111;-511.196.226;33645165;creche.estrelinha@hotmail.com                     ;                                                                                                    ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5004;43185495;5004 EEI ESTRELINHA DO AMANHÃƒ                           ;5004 ESTRELINHA DO AMANHÃƒ     ;AV DONARIO BRAGA                                  ;159;RUBEM BERTA         ;91160360;-29.998.119.999.999.900;-510.998.618;33340223;rosemarycentena@hotmail.com                       ;                                                                                                    ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5005;43189075;5005 IEI VILA UNIÃƒO                                     ;5005 VILA UNIÃƒO               ;AV VINTE UM DE ABRIL                              ;1470;SARANDI             ;91120630;-299.794.081;-511.299.406;33644456;clube.uniao@terra.com.br                          ;                                                                                                    ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5006;43189059;5006 EEI TRENZINHO DA ALEGRIA                           ;5006 TRENZINHO DA ALEGRIA     ;R SENHOR DO BOM FIM                               ;956;SARANDI             ;91140380;-29.985.651;-511.152.988;33655844;e.eita@ig.com.br                                  ;                                                                                                    ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5007;43185398;5007 IEI EUGÃŠNIA CONTE                                  ;5007 EUGENIA CONTE            ;RUA K                                             ;120;RUBEM BERTA         ;91160170;-299.943.402;-511.057.893;33673267;CIEC.SECRETARIA@GMAIL.COM                         ;                                                                                                    ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5008;43189024;5008 EEI  JOANA D'ARC                                   ;5008 JOANA DARC               ;R VINTE QUATRO DE AGOSTO VL MINUANO               ;375;SARANDI             ;91110560;-299.908.941;-511.378.963;33508487;escola_joanadarc@hotmail.com                      ;                                                                                                    ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5009;43188141;5009 IEI SANTA CATARINA                                 ;5009 SANTA CATARINA           ;R JOSUE DE CASTRO                                 ;290;SARANDI             ;91120110;-29.978.444.999.999.900;-511.369.299;33658244;SANTACATARINA290@HOTMAIL.COM                      ;                                                                                                    ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5010;43190588;5010 IEI ACOMPAR NUCLEO II - SANTO AGOSTINHO            ;5010 ACOMPAR - II             ;AV CALDEIA                                        ;210;SARANDI             ;91130540;-299.854.438;-511.084.677;34145931;NUCLEO2@ACOMPAR.ORG                               ;                                                                                                    ;;;;2;SARANDI/NORTE;5;NORTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5012;43190685;5012 EEI JESUS O BOM PASTOR                             ;5012 JESUS O BOM PASTOR       ;R DONA TEODORA                                    ;160;FARRAPOS            ;90240300;-299.888.326;-512.020.304;30241793;comulherliberdade@gmail.com                       ;                                                                                                    ;;;;1;ILHAS, HUMAITA/NAVEGANTES;1;HUMAITÃ/NAVEGANTES;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5013;43185410;5013 IEI SANTA LUIZA                                    ;5013 SANTA LUIZA              ;R IRMA MARIA JOSE TREVISAN                        ;30;FARRAPOS            ;90250430;-29.980.178.499.999.900;-511.944.606;33744986;obrasocialsluiza@gmail.com                        ;                                                                                                    ;;;;1;ILHAS, HUMAITA/NAVEGANTES;1;HUMAITÃ/NAVEGANTES;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5016;43187820;5016 IEI OSICOM I                                       ;5016 OSICOM I                 ;R JOSEFA BARRETO                                  ;302;PASSO DAS PEDRAS    ;91230080;-300.163.844;-511.266.233;33445159;osicomimc@gmail.com                               ;                                                                                                    ;;;;10;NORDESTE/EIXO BALTAZAR;14;EIXO BALTAZAR;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5017;43185525;5017 EEI NEGRINHO DO PASTOREIO                          ;5017 NEGRINHO DO PASTOREIO    ;R WOLFRAM METZLER                                 ;21;RUBEM BERTA         ;91250320;-300.230.287;-511.066.541;33665808;escolanegrinhopastoreio@gmail.com                 ;                                                                                                    ;;;;10;NORDESTE/EIXO BALTAZAR;14;EIXO BALTAZAR;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5018;43188559;5018 IEI ESPERANÃ‡A CORDEIRO                             ;5018 ESPERANÃ‡A CORDEIRO       ;R JULIO STREGUE                                   ;55;COSTA E SILVA       ;91180030;-299.947.196;-511.300.714;33488086;ieiesperancacordeiro@gmail.com                    ;                                                                                                    ;;;;10;NORDESTE/EIXO BALTAZAR;14;EIXO BALTAZAR;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5019;43185266;5019 IEI VOVÃ” CAZEMIRO -ACM CRUZEIRO                    ;5019 VOVÃ” CAZEMIRO            ;RUA CRUZEIRO DO SUL                               ;2702;SANTA TEREZA        ;90840000;-30.084.479.299.999.900;-5.123.015.289.999.990;32666200;tgutterres@acm-rs.com.br                          ;                                                                                                    ;;;;5;GLÃ“RIA/CRUZEIRO/CRISTAL;10;CRUZEIRO;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5020;43185541;5020 EEI MADRE TERESA                                   ;5020 MADRE TERESA             ;R WOLFRAM METZLER                                 ;605;RUBEM BERTA         ;91250320;-300.245.675;-511.034.946;33663177;iemadreteresa@gmail.com                           ;                                                                                                    ;;;;10;NORDESTE/EIXO BALTAZAR;14;EIXO BALTAZAR;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5021;43185363;5021 EEI GALPÃƒOZINHO                                    ;5021 GALPAOZINHO              ;R DONA BECA                                       ;120;RUBEM BERTA         ;91150000;-300.002.273;-511.072.645;33741768;crechegalpaozinho@gmail.com                       ;                                                                                                    ;;;;5;GLÃ“RIA/CRUZEIRO/CRISTAL;5;NORTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5023;43190618;5023 EEI VO ANA                                         ;5023 VO ANA                   ;R JOSE LUIZ MARTINS COSTA                         ;200;MÃRIO QUINTANA      ;91250330;-300.248.097;-510.997.214;996071073;escolavoana@yahoo.com.br                          ;                                                                                                    ;;;;10;NORDESTE/EIXO BALTAZAR;6;NORDESTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5024;43185169;5024 IEI LAR DA CRIANÃ‡A MENINO JESUS DE PRAGA           ;5024 MENINO JESUS DE PRAGA    ;R WOLFRAM METZLER                                 ;334;RUBEM BERTA         ;91250320;-300.235.552;-511.047.559;33664599;larmjpraga@terra.com.br                           ;http://www.larmeninojesus.com.br/                                                                   ;;;;10;NORDESTE/EIXO BALTAZAR;14;EIXO BALTAZAR;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5026;43185568;5026 IEI CRIANÃ‡A ESPERANÃ‡A                              ;5026 CRIANÃ‡A ESPERANÃ‡A        ;R JOAO BRAVO DE ALMEIDA                           ;101;SARANDI             ;91180035;-300.084.627;-511.237.528;33484428;associacao.instituicao@gmail.com                  ;                                                                                                    ;;;;10;NORDESTE/EIXO BALTAZAR;5;NORTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5027;43185320;5027 IEI GIRASSOL                                       ;5027 GIRASSOL                 ;R WOLFRAM METZLER                                 ;567;RUBEM BERTA         ;91250320;-300.245.367;-511.031.299;33660296;clubedemaesrubemberta2@yahoo.com.br               ;                                                                                                    ;;;;10;NORDESTE/EIXO BALTAZAR;14;EIXO BALTAZAR;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5028;43187862;5028 EEI SÃƒO VICENTE DE PAULO                           ;5028 CASA CRIANÃ‡A SÃƒO VICENTE ;R PEDRO RAUPP                                     ;160;JARDIM ITU          ;91225080;-300.228.461;-511.331.812;30721754;escola_svp@yahoo.com.br                           ;                                                                                                    ;;;;10;NORDESTE/EIXO BALTAZAR;2;NOROESTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;;
2022-01-01 04:20:54.753;PRIVADO;NI;5029;43184960;5029 EEI CANTINHO DOS PIAS                              ;5029 CANTINHO DOS PIÃS        ;R THOMAZ FRANCISCO DE JESUS                       ;412;JARDIM CARVALHO     ;91430750;-300.499.294;-511.462.807;33387776;cantinhodospias@hotmail.com                       ;                                                                                                    ;;;;3;BOM JESUS/LESTE;3;LESTE;EM ATIVIDADE;SIM;NÃƒO;NÃƒO;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;NÃƒO;SIM;NÃƒO;NÃƒO;SIM;;
